ID_EMPLOYEE,Tenure Range,GENDER,EMPLOYEE_TYPE,ENGAGEMENT_SCORE,AGE RANGE
1979,0-2 years,M,Non Permanent,0.6900000000000001,23-26
1980,'+5 years,F,Permanent,0.72,30-35
1981,0-2 years,M,Permanent,0.63,30-35
1982,0-2 years,M,Permanent,0.76,23-26
1983,'+5 years,F,Permanent,0.74,23-26
1984,0-2 years,M,Permanent,0.74,23-26
1985,0-2 years,M,Permanent,0.51,23-26
1986,0-2 years,M,Permanent,0.59,23-26
1987,0-2 years,M,Permanent,0.55,23-26
1988,0-2 years,M,Non Permanent,0.76,23-26
1989,0-2 years,M,Non Permanent,0.6900000000000001,23-26
1990,0-2 years,M,Permanent,0.8300000000000001,23-26
1991,2-5 years,F,Permanent,0.55,23-26
1992,2-5 years,M,Permanent,0.72,23-26
1993,2-5 years,F,Permanent,0.53,26-30
1994,0-2 years,M,Non Permanent,0.59,26-30
1995,0-2 years,M,Non Permanent,0.46,23-26
1996,0-2 years,M,Permanent,0.76,26-30
1997,2-5 years,M,Permanent,0.72,23-26
1998,0-2 years,M,Permanent,0.6,26-30
1999,0-2 years,M,Permanent,0.63,23-26
2000,0-2 years,M,Permanent,0.49,23-26
2001,2-5 years,F,Permanent,0.91,23-26
2002,0-2 years,F,Non Permanent,0.54,23-26
2003,0-2 years,M,Permanent,0.91,23-26
2004,2-5 years,M,Permanent,0.37,26-30
2005,0-2 years,M,Permanent,0.8300000000000001,23-26
2006,0-2 years,F,Permanent,0.75,26-30
2007,'+5 years,F,Permanent,0.72,23-26
2008,0-2 years,F,Permanent,0.91,23-26
2010,2-5 years,F,Permanent,0.91,23-26
2011,0-2 years,M,Permanent,0.8300000000000001,23-26
2012,0-2 years,M,Permanent,0.79,23-26
2013,2-5 years,F,Permanent,0.66,23-26
2014,0-2 years,M,Permanent,0.91,23-26
2015,0-2 years,M,Permanent,0.47000000000000003,30-35
2016,2-5 years,F,Permanent,0.6900000000000001,23-26
2017,2-5 years,F,Permanent,0.91,23-26
2018,2-5 years,M,Permanent,0.91,23-26
2019,'+5 years,M,Permanent,0.8300000000000001,23-26
2020,2-5 years,M,Permanent,0.34,23-26
2021,'+5 years,F,Permanent,0.74,26-30
2022,0-2 years,M,Permanent,0.72,23-26
2023,0-2 years,M,Non Permanent,0.58,23-26
2024,0-2 years,M,Permanent,0.76,23-26
2025,0-2 years,M,Permanent,0.8,23-26
2026,0-2 years,M,Permanent,0.78,23-26
2027,0-2 years,F,Permanent,0.76,23-26
2028,0-2 years,M,Permanent,0.8300000000000001,23-26
2029,0-2 years,M,Permanent,0.79,23-26
2030,0-2 years,M,Permanent,0.5,23-26
2031,0-2 years,F,Permanent,0.55,23-26
2032,0-2 years,F,Permanent,0.7000000000000001,23-26
2033,'+5 years,F,Permanent,0.53,26-30
2034,'+5 years,M,Permanent,0.45,30-35
2035,0-2 years,F,Permanent,0.41000000000000003,26-30
2036,0-2 years,F,Non Permanent,0.8300000000000001,23-26
2037,0-2 years,M,Permanent,0.28,23-26
2038,0-2 years,M,Permanent,0.72,23-26
2039,0-2 years,M,Permanent,0.45,26-30
2040,0-2 years,F,Permanent,0.45,26-30
2041,0-2 years,M,Non Permanent,0.6900000000000001,23-26
2042,2-5 years,F,Permanent,0.8300000000000001,23-26
2043,0-2 years,M,Permanent,0.76,23-26
2044,2-5 years,M,Permanent,0.42,30-35
2045,0-2 years,M,Permanent,0.38,23-26
2046,0-2 years,M,Permanent,0.68,23-26
2047,0-2 years,M,Permanent,0.63,23-26
2048,0-2 years,M,Non Permanent,0.78,23-26
2049,0-2 years,M,Non Permanent,0.76,23-26
2050,0-2 years,M,Permanent,0.64,23-26
2051,0-2 years,F,Permanent,0.91,26-30
2052,2-5 years,M,Permanent,0.59,23-26
2053,0-2 years,M,Permanent,0.8300000000000001,26-30
2054,0-2 years,M,Permanent,0.64,23-26
2055,0-2 years,F,Permanent,0.56,23-26
2056,'+5 years,F,Permanent,0.91,30-35
2057,0-2 years,M,Permanent,0.39,30-35
2058,'+5 years,M,Permanent,0.62,26-30
2059,2-5 years,M,Permanent,0.53,23-26
2060,0-2 years,M,Non Permanent,0.74,23-26
2061,2-5 years,F,Permanent,0.53,23-26
2062,0-2 years,M,Permanent,0.91,23-26
2063,0-2 years,F,Permanent,0.41000000000000003,26-30
2064,2-5 years,M,Permanent,0.74,30-35
2065,0-2 years,M,Permanent,0.91,23-26
2066,0-2 years,F,Permanent,0.63,23-26
2067,0-2 years,M,Permanent,0.49,30-35
2068,2-5 years,M,Permanent,0.71,30-35
2069,0-2 years,M,Non Permanent,0.8300000000000001,23-26
2070,0-2 years,M,Permanent,0.65,23-26
2072,0-2 years,M,Permanent,0.91,26-30
2073,0-2 years,M,Permanent,0.64,23-26
2074,'+5 years,M,Permanent,0.35000000000000003,23-26
2075,'+5 years,M,Permanent,0.5,23-26
2076,0-2 years,M,Non Permanent,0.91,26-30
2077,0-2 years,M,Non Permanent,0.3,26-30
2078,0-2 years,M,Permanent,0.74,23-26
2079,0-2 years,M,Non Permanent,0.91,23-26
2080,0-2 years,F,Permanent,0.6900000000000001,30-35
2081,0-2 years,F,Permanent,0.36,26-30
2082,0-2 years,M,Permanent,0.74,23-26
2083,0-2 years,M,Permanent,0.6,23-26
2084,0-2 years,F,Permanent,0.8300000000000001,23-26
2085,0-2 years,M,Permanent,0.71,23-26
2086,0-2 years,M,Permanent,0.5,23-26
2088,0-2 years,M,Non Permanent,0.61,26-30
2089,'+5 years,M,Permanent,0.61,23-26
2090,0-2 years,M,Non Permanent,0.72,23-26
2091,'+5 years,M,Non Permanent,0.76,23-26
2092,0-2 years,M,Permanent,0.54,23-26
2093,0-2 years,F,Permanent,0.45,23-26
2094,0-2 years,M,Permanent,0.47000000000000003,23-26
2095,0-2 years,F,Permanent,0.76,23-26
2096,2-5 years,M,Permanent,0.5700000000000001,30-35
2097,0-2 years,M,Non Permanent,0.33,26-30
2098,0-2 years,M,Permanent,0.55,23-26
2099,0-2 years,M,Permanent,0.8300000000000001,23-26
2100,0-2 years,M,Permanent,0.74,30-35
2101,0-2 years,F,Permanent,0.66,23-26
2102,0-2 years,M,Non Permanent,0.59,26-30
2103,2-5 years,M,Permanent,0.72,23-26
2104,0-2 years,F,Permanent,0.76,23-26
2105,0-2 years,F,Permanent,0.72,23-26
2106,0-2 years,F,Non Permanent,0.61,23-26
2107,2-5 years,F,Permanent,0.67,23-26
2108,0-2 years,F,Permanent,0.28,23-26
2109,0-2 years,F,Permanent,0.76,23-26
2110,0-2 years,M,Permanent,0.61,23-26
2111,0-2 years,M,Permanent,0.76,23-26
2112,0-2 years,M,Non Permanent,0.75,23-26
2113,0-2 years,M,Permanent,0.58,23-26
2114,0-2 years,F,Permanent,0.58,23-26
2115,0-2 years,M,Permanent,0.8,23-26
2116,0-2 years,F,Permanent,0.72,23-26
2117,0-2 years,M,Non Permanent,0.76,23-26
2118,0-2 years,M,Permanent,0.71,23-26
2119,0-2 years,M,Non Permanent,0.5700000000000001,23-26
2120,0-2 years,M,Non Permanent,0.6,23-26
2121,0-2 years,F,Permanent,0.8,23-26
2122,0-2 years,M,Permanent,0.71,23-26
2123,0-2 years,M,Permanent,0.77,23-26
2124,0-2 years,F,Permanent,0.6900000000000001,23-26
2125,0-2 years,F,Permanent,0.8300000000000001,23-26
2126,0-2 years,M,Permanent,0.8300000000000001,30-35
2127,2-5 years,F,Permanent,0.72,30-35
2128,0-2 years,M,Permanent,0.74,23-26
2129,0-2 years,M,Permanent,0.91,23-26
2130,0-2 years,M,Permanent,0.78,23-26
2131,0-2 years,M,Permanent,0.76,26-30
2132,0-2 years,F,Permanent,0.66,26-30
2133,0-2 years,M,Permanent,0.76,26-30
2134,'+5 years,M,Permanent,0.66,26-30
2135,0-2 years,M,Permanent,0.71,23-26
2136,0-2 years,M,Permanent,0.72,23-26
2137,0-2 years,M,Non Permanent,0.41000000000000003,23-26
2138,2-5 years,F,Permanent,0.72,23-26
2139,0-2 years,F,Permanent,0.76,23-26
2140,0-2 years,M,Permanent,0.72,23-26
2141,0-2 years,F,Permanent,0.72,30-35
2142,0-2 years,M,Non Permanent,0.47000000000000003,23-26
2143,0-2 years,M,Non Permanent,0.59,26-30
2144,0-2 years,M,Permanent,0.7000000000000001,23-26
2145,2-5 years,M,Permanent,0.72,23-26
2146,0-2 years,M,Non Permanent,0.76,23-26
2147,'+5 years,M,Permanent,0.41000000000000003,30-35
2148,0-2 years,F,Permanent,0.74,23-26
2149,0-2 years,M,Permanent,0.76,23-26
2150,0-2 years,M,Permanent,0.62,26-30
2151,0-2 years,M,Non Permanent,0.72,23-26
2152,0-2 years,M,Permanent,0.76,26-30
2153,0-2 years,F,Non Permanent,0.76,26-30
2154,0-2 years,F,Non Permanent,0.64,23-26
2155,2-5 years,M,Permanent,0.66,23-26
2156,'+5 years,M,Permanent,0.78,23-26
2157,0-2 years,M,Permanent,0.76,23-26
2158,0-2 years,M,Non Permanent,0.8300000000000001,26-30
2159,0-2 years,M,Non Permanent,0.63,23-26
2160,0-2 years,M,Non Permanent,0.6900000000000001,26-30
2161,0-2 years,M,Permanent,0.75,26-30
2162,0-2 years,M,Non Permanent,0.34,23-26
2163,0-2 years,M,Permanent,0.71,23-26
2164,2-5 years,M,Permanent,0.91,23-26
2165,0-2 years,F,Permanent,0.91,26-30
2166,0-2 years,M,Permanent,0.66,23-26
2167,0-2 years,M,Permanent,0.52,23-26
2168,0-2 years,F,Permanent,0.91,23-26
2169,0-2 years,M,Permanent,0.8300000000000001,23-26
2170,0-2 years,M,Permanent,0.8300000000000001,23-26
2171,0-2 years,M,Non Permanent,0.58,26-30
2172,0-2 years,F,Permanent,0.68,23-26
2173,0-2 years,F,Permanent,0.64,23-26
2174,0-2 years,M,Permanent,0.55,23-26
2176,'+5 years,M,Permanent,0.6,26-30
2177,'+5 years,M,Permanent,0.79,23-26
2178,'+5 years,M,Permanent,0.45,23-26
2179,2-5 years,F,Permanent,0.77,23-26
2180,2-5 years,F,Permanent,0.42,23-26
2181,2-5 years,F,Permanent,0.8,23-26
2182,2-5 years,M,Permanent,0.59,23-26
2183,0-2 years,M,Permanent,0.91,23-26
2184,0-2 years,M,Permanent,0.8300000000000001,23-26
2185,0-2 years,M,Permanent,0.67,23-26
2186,0-2 years,F,Permanent,0.6900000000000001,23-26
2187,0-2 years,M,Non Permanent,0.68,23-26
2188,0-2 years,M,Permanent,0.6900000000000001,23-26
2189,0-2 years,M,Permanent,0.79,23-26
2190,2-5 years,M,Permanent,0.91,30-35
2191,0-2 years,F,Permanent,0.79,23-26
2192,0-2 years,F,Permanent,0.6900000000000001,23-26
2193,0-2 years,M,Permanent,0.72,23-26
2194,0-2 years,F,Permanent,0.6900000000000001,23-26
2195,0-2 years,F,Permanent,0.55,23-26
2196,0-2 years,F,Permanent,0.6,23-26
2197,0-2 years,M,Permanent,0.58,23-26
2198,0-2 years,M,Permanent,0.44,23-26
2199,'+5 years,M,Permanent,0.5700000000000001,26-30
2200,2-5 years,M,Permanent,0.91,30-35
2201,0-2 years,M,Non Permanent,0.43,26-30
2202,'+5 years,F,Permanent,0.77,30-35
2203,0-2 years,M,Non Permanent,0.66,23-26
2204,2-5 years,M,Permanent,0.45,26-30
2205,0-2 years,M,Permanent,0.6900000000000001,23-26
2206,0-2 years,M,Permanent,0.59,23-26
2207,0-2 years,M,Non Permanent,0.29,23-26
2208,0-2 years,M,Permanent,0.8300000000000001,23-26
2209,0-2 years,M,Permanent,0.29,23-26
2210,'+5 years,M,Permanent,0.66,23-26
2211,0-2 years,M,Permanent,0.91,23-26
2212,0-2 years,M,Permanent,0.78,23-26
2213,0-2 years,F,Permanent,0.91,23-26
2214,0-2 years,M,Permanent,0.91,23-26
2215,0-2 years,F,Permanent,0.52,23-26
2216,0-2 years,M,Non Permanent,0.91,23-26
2217,0-2 years,F,Permanent,0.8300000000000001,23-26
2218,0-2 years,M,Permanent,0.74,23-26
2219,0-2 years,M,Non Permanent,0.91,23-26
2220,0-2 years,M,Permanent,0.91,23-26
2221,0-2 years,F,Permanent,0.8300000000000001,23-26
2222,2-5 years,F,Permanent,0.63,23-26
2223,0-2 years,M,Permanent,0.71,23-26
2224,0-2 years,F,Permanent,0.91,23-26
2225,0-2 years,M,Permanent,0.8300000000000001,26-30
2226,0-2 years,M,Permanent,0.45,26-30
2227,2-5 years,F,Permanent,0.78,26-30
2228,'+5 years,F,Permanent,0.6900000000000001,23-26
2229,0-2 years,M,Permanent,0.91,23-26
2230,0-2 years,M,Permanent,0.72,23-26
2231,0-2 years,M,Non Permanent,0.43,23-26
2232,0-2 years,M,Non Permanent,0.68,26-30
2233,0-2 years,F,Non Permanent,0.28,23-26
2234,0-2 years,M,Permanent,0.6900000000000001,23-26
2235,0-2 years,M,Permanent,0.65,23-26
2236,0-2 years,F,Permanent,0.55,23-26
2237,'+5 years,M,Permanent,0.72,23-26
2238,2-5 years,F,Permanent,0.53,23-26
2239,0-2 years,M,Non Permanent,0.6900000000000001,23-26
2240,0-2 years,M,Non Permanent,0.45,23-26
2241,0-2 years,M,Permanent,0.41000000000000003,30-35
2242,2-5 years,F,Permanent,0.47000000000000003,23-26
2243,0-2 years,M,Permanent,0.45,23-26
2244,'+5 years,M,Permanent,0.6,23-26
2245,'+5 years,M,Permanent,0.6,23-26
2246,0-2 years,M,Non Permanent,0.78,23-26
2247,0-2 years,M,Non Permanent,0.64,26-30
2248,2-5 years,F,Permanent,0.54,23-26
2249,0-2 years,M,Non Permanent,0.5700000000000001,23-26
2250,0-2 years,M,Permanent,0.45,23-26
2251,2-5 years,M,Permanent,0.45,23-26
2252,0-2 years,M,Non Permanent,0.45,23-26
2253,2-5 years,F,Permanent,0.59,30-35
2254,0-2 years,M,Permanent,0.28,26-30
2255,'+5 years,F,Permanent,0.47000000000000003,23-26
2256,0-2 years,M,Permanent,0.78,23-26
2258,0-2 years,M,Permanent,0.55,23-26
2259,2-5 years,F,Permanent,0.77,30-35
2260,0-2 years,M,Non Permanent,0.45,26-30
2261,'+5 years,M,Permanent,0.41000000000000003,23-26
2262,0-2 years,M,Non Permanent,0.77,23-26
2263,0-2 years,M,Permanent,0.46,23-26
2264,0-2 years,F,Permanent,0.74,23-26
2265,0-2 years,M,Permanent,0.8300000000000001,23-26
2266,2-5 years,M,Permanent,0.78,23-26
2267,0-2 years,M,Non Permanent,0.76,23-26
2268,0-2 years,F,Permanent,0.74,23-26
2269,0-2 years,M,Permanent,0.5,30-35
2270,2-5 years,M,Permanent,0.77,26-30
2271,0-2 years,M,Permanent,0.77,23-26
2272,2-5 years,F,Permanent,0.6900000000000001,23-26
2273,0-2 years,F,Permanent,0.77,23-26
2274,0-2 years,F,Permanent,0.51,23-26
2275,0-2 years,M,Permanent,0.68,30-35
2276,0-2 years,M,Permanent,0.58,26-30
2277,0-2 years,F,Permanent,0.8300000000000001,23-26
2278,0-2 years,M,Permanent,0.63,23-26
2279,0-2 years,F,Permanent,0.62,23-26
2280,0-2 years,M,Permanent,0.75,26-30
2281,'+5 years,M,Permanent,0.66,23-26
2282,0-2 years,M,Permanent,0.51,23-26
2283,'+5 years,M,Permanent,0.76,23-26
2284,0-2 years,M,Permanent,0.46,23-26
2286,0-2 years,M,Permanent,0.28,23-26
2287,0-2 years,F,Permanent,0.53,23-26
2288,0-2 years,M,Non Permanent,0.35000000000000003,26-30
2289,0-2 years,M,Permanent,0.61,23-26
2290,0-2 years,M,Non Permanent,0.76,23-26
2291,2-5 years,M,Permanent,0.76,30-35
2292,0-2 years,M,Non Permanent,0.51,26-30
2293,0-2 years,M,Non Permanent,0.68,23-26
2294,0-2 years,M,Permanent,0.68,26-30
2295,0-2 years,F,Permanent,0.91,23-26
2296,0-2 years,F,Permanent,0.91,26-30
2297,0-2 years,F,Permanent,0.65,26-30
2298,0-2 years,M,Permanent,0.75,23-26
2299,0-2 years,F,Permanent,0.8300000000000001,23-26
2300,0-2 years,M,Permanent,0.41000000000000003,23-26
2301,0-2 years,F,Permanent,0.58,23-26
2302,0-2 years,M,Permanent,0.8300000000000001,23-26
2303,0-2 years,M,Permanent,0.6,23-26
2304,2-5 years,F,Permanent,0.8300000000000001,30-35
2305,0-2 years,M,Permanent,0.47000000000000003,23-26
2306,0-2 years,M,Permanent,0.39,23-26
2307,0-2 years,M,Permanent,0.59,23-26
2308,0-2 years,M,Permanent,0.55,26-30
2309,'+5 years,M,Permanent,0.77,23-26
2310,0-2 years,F,Permanent,0.79,30-35
2311,0-2 years,F,Permanent,0.51,26-30
2312,0-2 years,F,Permanent,0.51,23-26
2313,0-2 years,F,Permanent,0.34,26-30
2314,0-2 years,M,Permanent,0.8300000000000001,23-26
2316,0-2 years,F,Non Permanent,0.68,23-26
2317,0-2 years,M,Permanent,0.66,26-30
2318,'+5 years,M,Permanent,0.68,23-26
2319,0-2 years,M,Permanent,0.58,23-26
2320,2-5 years,F,Permanent,0.55,23-26
2321,0-2 years,M,Non Permanent,0.74,23-26
2322,0-2 years,F,Permanent,0.91,26-30
2323,'+5 years,F,Permanent,0.91,23-26
2324,0-2 years,M,Permanent,0.78,30-35
2325,2-5 years,F,Permanent,0.73,26-30
2326,'+5 years,M,Permanent,0.56,26-30
2327,'+5 years,M,Permanent,0.46,23-26
2328,0-2 years,M,Permanent,0.53,26-30
2329,0-2 years,M,Permanent,0.68,23-26
2330,'+5 years,M,Permanent,0.47000000000000003,26-30
2331,2-5 years,M,Permanent,0.55,23-26
2332,2-5 years,F,Permanent,0.66,23-26
2333,0-2 years,F,Permanent,0.28,23-26
2334,2-5 years,M,Permanent,0.76,23-26
2335,'+5 years,M,Permanent,0.6900000000000001,23-26
2336,'+5 years,F,Permanent,0.66,23-26
2337,0-2 years,M,Non Permanent,0.8300000000000001,26-30
2338,'+5 years,M,Permanent,0.8300000000000001,23-26
2339,0-2 years,F,Permanent,0.65,23-26
2340,0-2 years,M,Non Permanent,0.3,23-26
2341,0-2 years,M,Permanent,0.66,23-26
2342,0-2 years,M,Permanent,0.76,23-26
2343,0-2 years,M,Permanent,0.8300000000000001,23-26
2344,0-2 years,M,Permanent,0.76,23-26
2345,0-2 years,F,Permanent,0.77,23-26
2346,0-2 years,M,Permanent,0.8300000000000001,23-26
2347,0-2 years,F,Permanent,0.76,23-26
2348,0-2 years,M,Permanent,0.76,23-26
2349,0-2 years,M,Permanent,0.3,26-30
2350,'+5 years,M,Permanent,0.74,23-26
2351,0-2 years,M,Non Permanent,0.68,23-26
2352,2-5 years,M,Permanent,0.71,23-26
2353,0-2 years,M,Permanent,0.45,23-26
2354,0-2 years,M,Permanent,0.76,26-30
2355,2-5 years,M,Permanent,0.76,23-26
2356,0-2 years,F,Permanent,0.46,23-26
2357,0-2 years,F,Permanent,0.79,23-26
2358,2-5 years,M,Permanent,0.5700000000000001,23-26
2359,2-5 years,F,Permanent,0.66,23-26
2360,0-2 years,M,Permanent,0.5700000000000001,23-26
2361,0-2 years,M,Permanent,0.91,23-26
2362,0-2 years,M,Permanent,0.91,23-26
2363,0-2 years,F,Permanent,0.39,23-26
2364,0-2 years,M,Permanent,0.38,26-30
2365,0-2 years,M,Non Permanent,0.56,23-26
2366,'+5 years,F,Permanent,0.59,23-26
2367,'+5 years,F,Permanent,0.78,23-26
2368,0-2 years,M,Non Permanent,0.91,26-30
2369,2-5 years,M,Permanent,0.47000000000000003,23-26
2370,0-2 years,F,Permanent,0.58,23-26
2371,2-5 years,F,Permanent,0.34,23-26
2372,0-2 years,M,Permanent,0.59,23-26
2373,0-2 years,M,Permanent,0.45,23-26
2374,0-2 years,M,Permanent,0.78,23-26
2375,0-2 years,M,Non Permanent,0.8300000000000001,23-26
2376,0-2 years,M,Non Permanent,0.6900000000000001,23-26
2377,0-2 years,M,Permanent,0.45,26-30
2379,0-2 years,M,Permanent,0.66,23-26
2380,0-2 years,F,Permanent,0.6900000000000001,23-26
2381,0-2 years,M,Permanent,0.6,23-26
2382,0-2 years,M,Permanent,0.77,23-26
2383,2-5 years,F,Permanent,0.41000000000000003,30-35
2384,'+5 years,M,Permanent,0.76,26-30
2385,2-5 years,F,Permanent,0.76,26-30
2386,0-2 years,M,Non Permanent,0.59,23-26
2387,0-2 years,M,Permanent,0.59,23-26
2388,0-2 years,M,Non Permanent,0.78,23-26
2389,0-2 years,M,Permanent,0.44,23-26
2390,0-2 years,M,Permanent,0.76,23-26
2391,0-2 years,M,Permanent,0.8,23-26
2392,0-2 years,M,Permanent,0.61,23-26
2393,0-2 years,M,Permanent,0.59,23-26
2394,0-2 years,M,Permanent,0.8300000000000001,23-26
2395,'+5 years,F,Permanent,0.78,30-35
2396,'+5 years,M,Permanent,0.91,23-26
2397,0-2 years,M,Non Permanent,0.72,26-30
2398,0-2 years,M,Permanent,0.91,23-26
2399,0-2 years,M,Permanent,0.91,23-26
2400,0-2 years,F,Permanent,0.78,23-26
2401,0-2 years,M,Permanent,0.28,23-26
2402,0-2 years,M,Permanent,0.72,23-26
2403,0-2 years,F,Non Permanent,0.29,26-30
2404,0-2 years,M,Permanent,0.56,23-26
2405,2-5 years,F,Permanent,0.55,23-26
2406,0-2 years,M,Permanent,0.64,23-26
2407,2-5 years,M,Permanent,0.29,23-26
2408,0-2 years,M,Non Permanent,0.55,23-26
2409,0-2 years,M,Permanent,0.4,23-26
2410,0-2 years,M,Permanent,0.29,23-26
2411,0-2 years,M,Permanent,0.63,23-26
2412,2-5 years,F,Permanent,0.72,23-26
2413,0-2 years,M,Permanent,0.63,23-26
2414,0-2 years,M,Non Permanent,0.64,23-26
2415,0-2 years,M,Permanent,0.6900000000000001,30-35
2416,0-2 years,M,Non Permanent,0.59,23-26
2417,0-2 years,M,Non Permanent,0.74,23-26
2418,0-2 years,M,Non Permanent,0.74,23-26
2419,0-2 years,M,Permanent,0.91,23-26
2420,0-2 years,M,Permanent,0.8300000000000001,23-26
2421,0-2 years,F,Permanent,0.6900000000000001,23-26
2422,0-2 years,M,Permanent,0.77,23-26
2423,0-2 years,M,Permanent,0.76,23-26
2424,0-2 years,F,Permanent,0.8300000000000001,26-30
2425,0-2 years,F,Permanent,0.43,23-26
2426,0-2 years,M,Permanent,0.49,23-26
2427,0-2 years,M,Permanent,0.77,26-30
2428,0-2 years,M,Permanent,0.76,23-26
2429,2-5 years,M,Permanent,0.76,26-30
2430,0-2 years,M,Permanent,0.33,26-30
2431,0-2 years,M,Permanent,0.66,23-26
2432,0-2 years,F,Permanent,0.66,23-26
2433,'+5 years,M,Permanent,0.76,23-26
2434,0-2 years,F,Permanent,0.78,23-26
2435,0-2 years,M,Non Permanent,0.52,23-26
2436,'+5 years,M,Permanent,0.76,23-26
2437,0-2 years,M,Permanent,0.6,30-35
2438,0-2 years,M,Permanent,0.76,23-26
2439,2-5 years,F,Permanent,0.76,23-26
2440,0-2 years,M,Permanent,0.6900000000000001,23-26
2441,0-2 years,M,Permanent,0.68,23-26
2442,2-5 years,M,Permanent,0.53,23-26
2443,0-2 years,F,Permanent,0.71,23-26
2444,0-2 years,F,Permanent,0.74,23-26
2445,0-2 years,F,Permanent,0.76,23-26
2446,0-2 years,F,Permanent,0.5,26-30
2447,'+5 years,F,Permanent,0.5700000000000001,23-26
2448,0-2 years,M,Permanent,0.74,23-26
2449,0-2 years,M,Permanent,0.6,23-26
2450,2-5 years,F,Permanent,0.72,23-26
2451,0-2 years,M,Permanent,0.66,26-30
2452,2-5 years,F,Permanent,0.6,26-30
2453,0-2 years,M,Non Permanent,0.41000000000000003,23-26
2454,0-2 years,M,Non Permanent,0.66,23-26
2455,0-2 years,M,Permanent,0.76,23-26
2457,0-2 years,M,Permanent,0.6900000000000001,23-26
2458,0-2 years,M,Non Permanent,0.55,23-26
2459,0-2 years,F,Permanent,0.62,23-26
2460,0-2 years,M,Permanent,0.76,26-30
2461,2-5 years,F,Permanent,0.72,23-26
2462,0-2 years,M,Permanent,0.66,23-26
2463,2-5 years,F,Permanent,0.34,23-26
2464,'+5 years,F,Permanent,0.58,23-26
2465,2-5 years,M,Permanent,0.51,23-26
2466,0-2 years,M,Permanent,0.79,23-26
2467,0-2 years,M,Permanent,0.8300000000000001,23-26
2468,0-2 years,F,Permanent,0.91,23-26
2469,0-2 years,M,Permanent,0.28,23-26
2470,2-5 years,F,Permanent,0.91,30-35
2471,0-2 years,M,Permanent,0.6,30-35
2472,0-2 years,M,Permanent,0.6,23-26
2473,2-5 years,F,Permanent,0.52,23-26
2474,0-2 years,F,Non Permanent,0.6,26-30
2475,2-5 years,M,Permanent,0.6,26-30
2476,0-2 years,F,Permanent,0.66,23-26
2477,0-2 years,M,Permanent,0.64,26-30
2478,0-2 years,F,Permanent,0.66,23-26
2479,0-2 years,M,Non Permanent,0.65,26-30
2480,'+5 years,F,Permanent,0.47000000000000003,26-30
2481,0-2 years,M,Permanent,0.6,30-35
2482,2-5 years,F,Permanent,0.28,23-26
2483,0-2 years,F,Permanent,0.5700000000000001,23-26
2484,2-5 years,F,Permanent,0.6,23-26
2485,0-2 years,M,Permanent,0.43,23-26
2486,0-2 years,M,Non Permanent,0.6,23-26
2487,0-2 years,M,Permanent,0.53,23-26
2488,0-2 years,F,Non Permanent,0.6,23-26
2489,2-5 years,F,Permanent,0.59,26-30
2490,0-2 years,M,Permanent,0.78,23-26
2491,2-5 years,F,Permanent,0.72,23-26
2492,0-2 years,F,Permanent,0.91,23-26
2493,0-2 years,F,Permanent,0.91,23-26
2494,0-2 years,M,Permanent,0.6900000000000001,23-26
2495,0-2 years,M,Non Permanent,0.7000000000000001,23-26
2496,0-2 years,F,Non Permanent,0.78,26-30
2497,0-2 years,F,Permanent,0.91,26-30
2498,'+5 years,M,Permanent,0.61,30-35
2499,0-2 years,M,Permanent,0.91,23-26
2500,2-5 years,M,Permanent,0.47000000000000003,23-26
2501,0-2 years,M,Permanent,0.65,23-26
2502,'+5 years,M,Permanent,0.4,23-26
